cx,cy,w,h,label,Name
120.39261627197266,112.75837707519531,142.0711212158203,137.13400268554688,203,PolyU_204_S_03.jpg
133.02651977539062,98.03534698486328,141.6874542236328,141.0139617919922,233,PolyU_234_S_01.jpg
131.9165496826172,103.08799743652344,141.2606201171875,147.59222412109375,97,PolyU_098_S_03.jpg
131.0256805419922,103.01542663574219,140.02699279785156,145.77587890625,71,PolyU_072_F_09.jpg
127.35184478759766,99.16472625732422,138.30255126953125,142.07272338867188,143,PolyU_144_F_06.jpg
134.61196899414062,102.33600616455078,139.577880859375,148.36595153808594,127,PolyU_128_S_05.jpg
134.16705322265625,102.28306579589844,140.4741973876953,147.35118103027344,201,PolyU_202_S_07.jpg
126.47693634033203,99.6542739868164,136.46168518066406,140.28707885742188,337,PolyU_338_F_06.jpg
133.33612060546875,103.0453872680664,142.2786102294922,149.5665740966797,131,PolyU_132_S_09.jpg
124.27882385253906,101.0447006225586,146.76658630371094,143.31307983398438,51,PolyU_052_F_01.jpg
126.00131225585938,99.67103576660156,139.4967498779297,142.82032775878906,163,PolyU_164_F_09.jpg
133.21441650390625,102.5817642211914,144.77247619628906,145.51553344726562,309,PolyU_310_S_04.jpg
125.6617660522461,99.11966705322266,147.15020751953125,141.78140258789062,219,PolyU_220_F_09.jpg
122.84341430664062,109.25353240966797,147.4412384033203,146.16497802734375,175,PolyU_176_S_03.jpg
126.96600341796875,100.31298828125,143.4370574951172,145.56268310546875,361,PolyU_362_F_09.jpg
133.1041717529297,102.16950988769531,142.05908203125,145.95870971679688,219,PolyU_220_S_01.jpg
126.47493743896484,110.54959106445312,140.6343231201172,148.53761291503906,59,PolyU_060_S_05.jpg
114.0189208984375,110.16911315917969,147.74700927734375,148.9785919189453,103,PolyU_104_S_10.jpg
134.3100128173828,102.22552490234375,136.9427490234375,143.87843322753906,259,PolyU_260_F_01.jpg
131.1283721923828,103.80876159667969,143.10064697265625,147.4816131591797,187,PolyU_188_S_07.jpg
125.04009246826172,99.66413879394531,141.1684112548828,142.86795043945312,95,PolyU_096_F_07.jpg
125.87583923339844,111.13435363769531,143.5286102294922,147.54293823242188,11,PolyU_012_S_06.jpg
127.91497802734375,100.73846435546875,138.52418518066406,144.64865112304688,277,PolyU_278_F_07.jpg
129.92202758789062,102.74398803710938,141.08164978027344,145.41061401367188,141,PolyU_142_S_07.jpg
125.48616027832031,100.84111785888672,143.35198974609375,145.04562377929688,13,PolyU_014_F_03.jpg
138.06874084472656,110.07502746582031,141.54563903808594,150.06283569335938,261,PolyU_262_S_10.jpg
134.7303466796875,103.37601470947266,141.48110961914062,149.98143005371094,53,PolyU_054_S_10.jpg
124.02456665039062,110.73548889160156,147.01324462890625,145.12677001953125,19,PolyU_020_S_08.jpg
132.29844665527344,103.81289672851562,144.547119140625,146.7707061767578,309,PolyU_310_S_07.jpg
121.43578338623047,98.66328430175781,139.8711700439453,138.99972534179688,253,PolyU_254_F_04.jpg
124.96123504638672,113.55669403076172,144.72177124023438,148.72183227539062,319,PolyU_320_F_10.jpg
128.3235626220703,99.74293518066406,126.4019546508789,132.82904052734375,235,PolyU_236_F_06.jpg
133.95721435546875,103.2607650756836,140.49244689941406,147.86830139160156,275,PolyU_276_S_08.jpg
122.33834838867188,98.29277801513672,138.3600616455078,139.12535095214844,127,PolyU_128_F_08.jpg
130.31678771972656,102.76579284667969,143.80381774902344,142.87890625,285,PolyU_286_S_09.jpg
130.2880401611328,103.70867919921875,144.1761016845703,147.85020446777344,187,PolyU_188_S_01.jpg
133.78038024902344,99.40782928466797,134.4103546142578,141.38674926757812,295,PolyU_296_S_09.jpg
130.92544555664062,97.98519897460938,142.69334411621094,140.86387634277344,173,PolyU_174_F_06.jpg
131.18714904785156,103.03944396972656,143.20376586914062,148.75820922851562,1,PolyU_002_S_10.jpg
122.54704284667969,99.0284194946289,147.5765380859375,141.2333984375,23,PolyU_024_F_03.jpg
123.33258819580078,101.71420288085938,145.92372131347656,142.1404571533203,57,PolyU_058_F_10.jpg
131.93392944335938,101.7444076538086,141.59765625,143.23635864257812,67,PolyU_068_F_03.jpg
133.20352172851562,101.86930847167969,141.1237335205078,148.2547149658203,105,PolyU_106_S_09.jpg
125.5495376586914,111.16259002685547,146.54248046875,150.27450561523438,321,PolyU_322_S_10.jpg
134.7850341796875,103.27705383300781,146.1221160888672,147.36618041992188,91,PolyU_092_S_04.jpg
134.88229370117188,103.26761627197266,139.08905029296875,142.38162231445312,41,PolyU_042_F_01.jpg
123.83080291748047,101.0407485961914,146.54025268554688,144.0360565185547,169,PolyU_170_F_07.jpg
123.23396301269531,99.20594787597656,137.3209686279297,136.2565460205078,227,PolyU_228_F_07.jpg
126.34695434570312,99.4865951538086,142.34751892089844,144.5851287841797,205,PolyU_206_F_08.jpg
128.03561401367188,112.20851135253906,137.50914001464844,144.07623291015625,5,PolyU_006_S_06.jpg
132.21278381347656,102.166015625,145.17369079589844,146.3998260498047,347,PolyU_348_S_04.jpg
133.05113220214844,102.43339538574219,142.0019989013672,147.9574432373047,231,PolyU_232_S_09.jpg
134.3732147216797,100.61387634277344,140.281005859375,144.55384826660156,177,PolyU_178_F_01.jpg
130.8501434326172,101.28910827636719,139.0492706298828,141.81947326660156,67,PolyU_068_S_05.jpg
132.1187286376953,102.39112091064453,145.96868896484375,145.8298797607422,61,PolyU_062_S_01.jpg
126.37873077392578,101.60067749023438,146.07371520996094,145.4849090576172,277,PolyU_278_F_03.jpg
123.5503158569336,110.09214782714844,150.47508239746094,150.8911590576172,37,PolyU_038_S_10.jpg
124.16500854492188,111.66624450683594,145.34246826171875,148.63902282714844,161,PolyU_162_S_01.jpg
123.63623809814453,111.11863708496094,143.41844177246094,146.51602172851562,237,PolyU_238_F_06.jpg
132.19129943847656,95.96402740478516,143.13294982910156,135.90020751953125,5,PolyU_006_F_03.jpg
137.48074340820312,103.15512084960938,132.22042846679688,143.5181427001953,181,PolyU_182_F_07.jpg
131.9616241455078,105.77223205566406,147.00863647460938,148.49867248535156,121,PolyU_122_S_05.jpg
129.67054748535156,95.87879943847656,131.2903594970703,138.72567749023438,273,PolyU_274_F_06.jpg
122.59495544433594,114.17680358886719,145.19424438476562,145.61558532714844,137,PolyU_138_S_10.jpg
123.11469268798828,102.16706848144531,148.49569702148438,141.9333038330078,15,PolyU_016_F_10.jpg
125.63123321533203,110.41781616210938,143.55308532714844,144.5185546875,5,PolyU_006_S_09.jpg
124.10907745361328,112.50992584228516,141.1791229248047,146.2373809814453,259,PolyU_260_S_03.jpg
132.91738891601562,101.38978576660156,141.9418182373047,144.69503784179688,375,PolyU_376_S_01.jpg
126.50410461425781,97.05467987060547,144.13768005371094,140.54849243164062,219,PolyU_220_F_10.jpg
124.3826904296875,98.76187133789062,133.83250427246094,135.6464385986328,149,PolyU_150_F_01.jpg
111.2588882446289,103.45259857177734,141.01499938964844,141.8160858154297,87,PolyU_088_S_06.jpg
127.91397857666016,99.28136444091797,141.31689453125,141.9323272705078,339,PolyU_340_F_03.jpg
132.11431884765625,100.6771240234375,138.7149658203125,143.3863983154297,207,PolyU_208_F_04.jpg
132.16896057128906,101.96456909179688,137.6978759765625,144.9611053466797,101,PolyU_102_S_05.jpg
127.8134536743164,100.47698974609375,143.4576873779297,145.7973175048828,105,PolyU_106_F_07.jpg
129.05372619628906,99.56787109375,135.16159057617188,140.7912139892578,9,PolyU_010_F_07.jpg
123.5956039428711,101.10639190673828,146.53038024902344,142.2387237548828,15,PolyU_016_F_07.jpg
131.28094482421875,102.19917297363281,140.934326171875,144.8149871826172,373,PolyU_374_S_01.jpg
134.68093872070312,102.8022232055664,139.46043395996094,146.17987060546875,139,PolyU_140_F_05.jpg
123.82920837402344,101.48218536376953,147.40957641601562,144.6426544189453,123,PolyU_124_F_01.jpg
110.62566375732422,105.95938873291016,139.38926696777344,143.74667358398438,87,PolyU_088_F_03.jpg
127.00980377197266,102.72607421875,139.59982299804688,143.16845703125,377,PolyU_378_F_05.jpg
124.34606170654297,99.74620056152344,139.1340789794922,138.52114868164062,53,PolyU_054_F_06.jpg
122.9523696899414,108.08380126953125,148.7223663330078,142.18185424804688,349,PolyU_350_S_06.jpg
124.55610656738281,113.40834045410156,146.4532012939453,150.39295959472656,291,PolyU_292_S_09.jpg
134.0064697265625,102.67622375488281,136.9471893310547,145.75680541992188,257,PolyU_258_F_09.jpg
123.56355285644531,112.45256042480469,150.69195556640625,151.75067138671875,225,PolyU_226_S_03.jpg
124.65621948242188,100.58976745605469,141.4296417236328,140.1874237060547,149,PolyU_150_F_05.jpg
125.33304595947266,112.30142211914062,143.82470703125,146.7908477783203,159,PolyU_160_F_06.jpg
134.34078979492188,102.77009582519531,137.31979370117188,145.73248291015625,221,PolyU_222_F_08.jpg
125.84435272216797,99.97840881347656,134.73565673828125,138.56167602539062,235,PolyU_236_F_10.jpg
123.79126739501953,100.87062072753906,146.36753845214844,143.21737670898438,321,PolyU_322_F_01.jpg
133.43150329589844,103.74555969238281,138.78501892089844,146.4801788330078,185,PolyU_186_S_06.jpg
132.45242309570312,102.23445129394531,147.86680603027344,143.11427307128906,279,PolyU_280_F_01.jpg
119.61266326904297,101.71593475341797,143.51087951660156,136.53076171875,341,PolyU_342_F_04.jpg
134.690185546875,103.99690246582031,139.86090087890625,148.53762817382812,331,PolyU_332_F_10.jpg
126.2512435913086,109.94779968261719,143.5663604736328,148.3106231689453,73,PolyU_074_S_05.jpg
132.54855346679688,103.0069351196289,139.66688537597656,145.86697387695312,241,PolyU_242_S_03.jpg
120.90281677246094,97.789306640625,140.5101318359375,139.51145935058594,161,PolyU_162_F_04.jpg
133.9130096435547,104.7746810913086,145.0035400390625,148.3733367919922,339,PolyU_340_S_06.jpg
140.80064392089844,110.1540298461914,144.1347198486328,151.26048278808594,381,PolyU_382_S_04.jpg
132.25735473632812,100.60145568847656,138.6056365966797,145.23057556152344,127,PolyU_128_S_01.jpg
132.59860229492188,105.57743072509766,141.49554443359375,146.11282348632812,361,PolyU_362_S_04.jpg
122.11305236816406,100.59590148925781,144.0267791748047,139.8175811767578,361,PolyU_362_F_04.jpg
135.62039184570312,103.10194396972656,140.52635192871094,150.64462280273438,335,PolyU_336_S_08.jpg
131.9580078125,103.67315673828125,141.54188537597656,146.27597045898438,355,PolyU_356_S_07.jpg
122.13971710205078,111.20370483398438,140.644775390625,140.8355712890625,341,PolyU_342_S_03.jpg
124.1561508178711,101.99467468261719,142.6300811767578,139.73870849609375,45,PolyU_046_F_07.jpg
130.03399658203125,102.57829284667969,144.363037109375,143.73558044433594,285,PolyU_286_S_05.jpg
133.6335906982422,101.81798553466797,140.3138885498047,144.1790771484375,303,PolyU_304_S_06.jpg
121.61766815185547,100.69280242919922,145.6955108642578,140.52679443359375,137,PolyU_138_F_10.jpg
133.6028594970703,97.38729858398438,145.1439971923828,138.38818359375,5,PolyU_006_F_08.jpg
128.6839599609375,95.39213562011719,143.60211181640625,135.6108856201172,213,PolyU_214_F_08.jpg
137.7326202392578,105.54808044433594,135.9953155517578,146.5211944580078,265,PolyU_266_S_10.jpg
132.12831115722656,102.64867401123047,141.1416778564453,145.97979736328125,97,PolyU_098_F_06.jpg
125.78034210205078,110.32147216796875,142.31288146972656,148.03599548339844,73,PolyU_074_S_10.jpg
132.1708221435547,106.1810531616211,146.80836486816406,148.28143310546875,299,PolyU_300_S_04.jpg
128.84043884277344,96.0239028930664,135.09422302246094,136.60757446289062,371,PolyU_372_F_08.jpg
125.35165405273438,112.74618530273438,143.27134704589844,146.42152404785156,5,PolyU_006_S_10.jpg
127.61443328857422,99.88060760498047,135.97775268554688,141.51934814453125,305,PolyU_306_F_08.jpg
129.33738708496094,105.87874603271484,145.10760498046875,143.32919311523438,313,PolyU_314_S_10.jpg
123.3922348022461,90.8297348022461,143.53546142578125,127.75172424316406,269,PolyU_270_F_03.jpg
123.39923858642578,108.95196533203125,144.95033264160156,146.91290283203125,169,PolyU_170_S_06.jpg
125.0802993774414,100.38248443603516,145.41317749023438,145.81076049804688,353,PolyU_354_F_10.jpg
133.05813598632812,103.8481674194336,140.8560028076172,146.1356658935547,241,PolyU_242_S_05.jpg
130.24813842773438,104.51285552978516,148.12791442871094,144.31936645507812,203,PolyU_204_F_04.jpg
131.11099243164062,103.00349426269531,145.4076385498047,147.9603729248047,157,PolyU_158_S_06.jpg
113.56002807617188,108.62522888183594,147.41929626464844,144.6013641357422,63,PolyU_064_S_03.jpg
133.43080139160156,104.89400482177734,145.41180419921875,152.94712829589844,315,PolyU_316_S_01.jpg
132.36219787597656,102.5812759399414,142.07423400878906,147.20010375976562,301,PolyU_302_S_07.jpg
125.12049865722656,99.99339294433594,139.7471160888672,140.1448974609375,151,PolyU_152_F_08.jpg
115.56282043457031,108.41899871826172,146.0772705078125,147.49099731445312,379,PolyU_380_S_10.jpg
127.3034439086914,111.91609191894531,141.55482482910156,146.50399780273438,189,PolyU_190_S_07.jpg
132.10177612304688,97.4461441040039,146.55245971679688,136.93731689453125,247,PolyU_248_F_04.jpg
129.2041473388672,100.2898178100586,138.64596557617188,145.08787536621094,335,PolyU_336_F_04.jpg
124.19649505615234,108.29179382324219,143.54330444335938,141.1544189453125,19,PolyU_020_S_03.jpg
136.4739532470703,106.27719116210938,144.2723846435547,150.73353576660156,177,PolyU_178_S_09.jpg
126.14823150634766,110.72899627685547,145.81512451171875,151.19720458984375,59,PolyU_060_S_04.jpg
104.20240783691406,110.71092224121094,144.969970703125,142.1763153076172,179,PolyU_180_S_01.jpg
125.2913818359375,100.48883056640625,143.22640991210938,144.5840301513672,117,PolyU_118_F_03.jpg
122.33646392822266,110.6341781616211,143.74864196777344,144.75303649902344,175,PolyU_176_S_10.jpg
125.4640884399414,100.12319946289062,146.13772583007812,143.5006561279297,351,PolyU_352_F_03.jpg
123.13346099853516,100.95037078857422,144.3562774658203,142.70408630371094,13,PolyU_014_F_04.jpg
128.20094299316406,99.82333374023438,140.4076690673828,141.70559692382812,273,PolyU_274_F_04.jpg
127.87939453125,99.08787536621094,135.07823181152344,139.93515014648438,197,PolyU_198_F_01.jpg
122.38199615478516,96.89677429199219,140.70082092285156,137.85015869140625,271,PolyU_272_F_01.jpg
134.6790008544922,102.60813903808594,138.66415405273438,146.13169860839844,275,PolyU_276_S_03.jpg
129.74172973632812,103.15528869628906,144.52281188964844,145.57919311523438,109,PolyU_110_S_03.jpg
132.92489624023438,102.8078384399414,143.8123016357422,147.6979522705078,375,PolyU_376_S_07.jpg
130.35812377929688,101.42102813720703,142.646728515625,145.17123413085938,183,PolyU_184_F_09.jpg
130.4053192138672,103.14160919189453,144.44325256347656,146.3246307373047,347,PolyU_348_S_05.jpg
129.54244995117188,104.5280532836914,147.30699157714844,145.8172149658203,243,PolyU_244_S_04.jpg
138.5867156982422,107.6569595336914,143.7725067138672,150.11936950683594,273,PolyU_274_S_05.jpg
129.13523864746094,100.64667510986328,139.0099639892578,143.06658935546875,17,PolyU_018_F_07.jpg
133.79913330078125,101.58702087402344,137.90707397460938,145.4218292236328,139,PolyU_140_F_03.jpg
133.32310485839844,103.5449447631836,143.97288513183594,151.6980438232422,153,PolyU_154_S_01.jpg
130.3253173828125,99.03507995605469,142.3203125,140.31993103027344,373,PolyU_374_S_06.jpg
121.92127990722656,98.55628204345703,140.16506958007812,136.38198852539062,73,PolyU_074_F_06.jpg
134.14132690429688,101.76606750488281,136.01797485351562,144.34751892089844,275,PolyU_276_S_04.jpg
123.32600402832031,110.0418472290039,146.10000610351562,148.5833740234375,57,PolyU_058_S_08.jpg
127.27787780761719,99.66903686523438,141.04177856445312,143.4698486328125,83,PolyU_084_F_10.jpg
126.30717468261719,111.46627807617188,140.49630737304688,145.97836303710938,259,PolyU_260_S_05.jpg
130.23223876953125,103.20870971679688,141.84849548339844,144.7317352294922,75,PolyU_076_S_06.jpg
132.01756286621094,101.3652114868164,137.25877380371094,142.73336791992188,171,PolyU_172_S_01.jpg
122.4842758178711,98.97447204589844,141.4170684814453,138.22146606445312,161,PolyU_162_F_09.jpg
124.59895324707031,101.67144775390625,147.23216247558594,144.24114990234375,51,PolyU_052_F_03.jpg
134.79684448242188,103.48029327392578,139.84027099609375,149.473388671875,335,PolyU_336_S_01.jpg
131.3141326904297,103.20085144042969,143.70425415039062,146.00376892089844,323,PolyU_324_S_01.jpg
121.45556640625,103.04071807861328,146.48956298828125,137.27032470703125,243,PolyU_244_F_04.jpg
132.1782684326172,102.89681243896484,144.5908966064453,144.45687866210938,109,PolyU_110_F_05.jpg
130.91949462890625,102.43315124511719,137.08546447753906,144.43028259277344,101,PolyU_102_S_04.jpg
138.66990661621094,109.53208923339844,143.58267211914062,151.2659149169922,261,PolyU_262_S_03.jpg
124.54755401611328,100.39739990234375,144.06675720214844,143.75283813476562,157,PolyU_158_F_05.jpg
123.82301330566406,99.70501708984375,139.07574462890625,139.0565185546875,53,PolyU_054_F_04.jpg
121.154541015625,105.23876953125,146.37754821777344,134.88101196289062,243,PolyU_244_F_10.jpg
136.2389373779297,103.33639526367188,144.46058654785156,148.94639587402344,369,PolyU_370_F_06.jpg
105.4681167602539,107.80501556396484,142.6446075439453,146.04710388183594,87,PolyU_088_F_07.jpg
140.57569885253906,108.61328887939453,144.43283081054688,152.59706115722656,383,PolyU_384_S_01.jpg
128.2743682861328,100.83495330810547,138.18605041503906,143.9722900390625,133,PolyU_134_F_08.jpg
122.3182601928711,109.833984375,141.33309936523438,145.0140838623047,133,PolyU_134_S_09.jpg
125.44839477539062,100.47217559814453,138.02134704589844,140.96009826660156,187,PolyU_188_F_10.jpg
121.07402801513672,111.43959045410156,145.8494873046875,145.0453643798828,203,PolyU_204_S_10.jpg
132.01718139648438,101.88750457763672,143.5832061767578,145.78887939453125,303,PolyU_304_S_05.jpg
132.16485595703125,103.69254302978516,146.27545166015625,146.24070739746094,267,PolyU_268_F_10.jpg
124.05044555664062,98.66854095458984,140.1715850830078,139.5312042236328,379,PolyU_380_F_05.jpg
132.13174438476562,101.95330047607422,137.15438842773438,143.09397888183594,101,PolyU_102_S_03.jpg
124.84452819824219,100.33702850341797,145.16018676757812,144.70567321777344,157,PolyU_158_F_07.jpg
132.81321716308594,102.95509338378906,140.38143920898438,148.47894287109375,205,PolyU_206_S_01.jpg
124.67388153076172,99.41417694091797,138.83128356933594,139.82484436035156,151,PolyU_152_F_09.jpg
112.794677734375,109.23470306396484,148.4708709716797,149.161865234375,85,PolyU_086_S_03.jpg
132.91343688964844,99.9138412475586,148.43753051757812,139.8792724609375,5,PolyU_006_F_06.jpg
134.34500122070312,101.83207702636719,139.96121215820312,145.86949157714844,333,PolyU_334_S_10.jpg
124.11792755126953,99.78141784667969,145.63755798339844,142.10720825195312,347,PolyU_348_F_06.jpg
134.9585723876953,99.96356201171875,139.98634338378906,146.56707763671875,131,PolyU_132_S_05.jpg
125.26254272460938,99.25919342041016,145.9640350341797,140.51300048828125,251,PolyU_252_F_04.jpg
125.6480484008789,100.12039947509766,144.5467529296875,143.83314514160156,77,PolyU_078_F_04.jpg
125.3475570678711,99.16056060791016,146.2869415283203,139.5237579345703,309,PolyU_310_F_07.jpg
133.49595642089844,103.56790161132812,140.69137573242188,150.23599243164062,107,PolyU_108_S_06.jpg
130.86599731445312,103.56134033203125,141.6842498779297,144.94064331054688,71,PolyU_072_F_05.jpg
131.69468688964844,101.7778091430664,141.37351989746094,144.98008728027344,109,PolyU_110_S_06.jpg
125.89836883544922,98.89764404296875,137.57730102539062,141.6285858154297,295,PolyU_296_F_05.jpg
123.44482421875,100.28427124023438,117.72845458984375,121.13109588623047,271,PolyU_272_S_01.jpg
132.9599609375,100.85262298583984,137.7011260986328,141.626953125,101,PolyU_102_S_01.jpg
133.2752685546875,102.30580139160156,148.82867431640625,142.47889709472656,247,PolyU_248_F_01.jpg
130.11135864257812,102.55858612060547,142.71383666992188,144.83851623535156,155,PolyU_156_S_03.jpg
140.36341857910156,108.44027709960938,141.48904418945312,148.66712951660156,49,PolyU_050_S_06.jpg
124.98072052001953,99.40731048583984,141.98367309570312,140.84930419921875,33,PolyU_034_F_06.jpg
127.18610382080078,100.3511734008789,135.263671875,141.90074157714844,385,PolyU_386_F_09.jpg
131.30224609375,102.32805633544922,144.560546875,146.44784545898438,267,PolyU_268_S_04.jpg
127.27983093261719,102.66707611083984,142.31082153320312,144.6041717529297,187,PolyU_188_S_06.jpg
110.04161071777344,106.51087951660156,142.0844268798828,142.37908935546875,167,PolyU_168_S_08.jpg
124.95104217529297,101.4139404296875,146.19346618652344,143.3936004638672,69,PolyU_070_F_05.jpg
135.47877502441406,103.40782928466797,140.26324462890625,149.99330139160156,335,PolyU_336_S_04.jpg
132.3919677734375,104.53633880615234,146.5455780029297,148.31210327148438,61,PolyU_062_S_08.jpg
141.61862182617188,101.3277359008789,137.84716796875,151.06947326660156,181,PolyU_182_S_04.jpg
128.73666381835938,104.23192596435547,143.5796661376953,146.4705047607422,289,PolyU_290_S_03.jpg
127.53313446044922,99.95277404785156,138.23089599609375,141.91781616210938,327,PolyU_328_F_07.jpg
133.41531372070312,102.37950897216797,138.1446990966797,145.03280639648438,29,PolyU_030_S_01.jpg
127.1890640258789,99.61441802978516,135.3081817626953,139.0962677001953,231,PolyU_232_F_08.jpg
115.5004653930664,107.41705322265625,146.45791625976562,143.74757385253906,63,PolyU_064_S_10.jpg
140.4423370361328,111.0246810913086,142.66677856445312,151.32711791992188,237,PolyU_238_S_05.jpg
124.99905395507812,100.29519653320312,138.64633178710938,139.1164093017578,367,PolyU_368_F_09.jpg
126.5649185180664,100.61021423339844,144.80059814453125,145.7714385986328,105,PolyU_106_F_01.jpg
125.54524993896484,100.24559020996094,143.8638153076172,144.21661376953125,329,PolyU_330_F_03.jpg
133.64840698242188,103.15139770507812,140.26145935058594,146.07994079589844,63,PolyU_064_F_03.jpg
126.16466522216797,100.11615753173828,139.83238220214844,142.9210968017578,145,PolyU_146_F_10.jpg
122.93901824951172,99.32689666748047,147.95767211914062,141.42420959472656,113,PolyU_114_F_03.jpg
133.55325317382812,101.6658706665039,139.34249877929688,144.87332153320312,333,PolyU_334_S_08.jpg
115.93672180175781,108.8134765625,146.91360473632812,146.81422424316406,145,PolyU_146_S_09.jpg
109.7102279663086,107.86233520507812,147.48007202148438,145.3247528076172,23,PolyU_024_S_07.jpg
124.97894287109375,97.99978637695312,141.83660888671875,141.0730743408203,375,PolyU_376_F_01.jpg
123.98497009277344,99.89769744873047,145.36708068847656,143.81292724609375,317,PolyU_318_F_06.jpg
132.3174591064453,102.26377868652344,140.976806640625,147.18377685546875,281,PolyU_282_S_01.jpg
122.81776428222656,110.21757507324219,146.98507690429688,146.19863891601562,311,PolyU_312_S_04.jpg
134.69918823242188,103.8148193359375,145.12196350097656,147.2882843017578,91,PolyU_092_F_03.jpg
132.73361206054688,101.79804992675781,140.93467712402344,146.28956604003906,301,PolyU_302_S_05.jpg
110.8866958618164,109.07701873779297,145.45433044433594,143.71165466308594,159,PolyU_160_S_07.jpg
123.6383285522461,99.45011901855469,140.9959259033203,139.9008331298828,25,PolyU_026_F_06.jpg
122.01868438720703,98.8883056640625,144.99874877929688,135.44862365722656,285,PolyU_286_F_01.jpg
111.995361328125,91.00819396972656,103.68054962158203,110.80086517333984,223,PolyU_224_S_07.jpg
128.47158813476562,99.82229614257812,136.93499755859375,142.7008819580078,377,PolyU_378_F_09.jpg
135.2321319580078,101.84711456298828,137.0099334716797,142.37574768066406,259,PolyU_260_F_03.jpg
126.58297729492188,100.89395141601562,140.87132263183594,142.72964477539062,307,PolyU_308_F_03.jpg
128.83851623535156,100.68893432617188,140.02767944335938,146.0666961669922,335,PolyU_336_F_03.jpg
130.8114471435547,97.89787292480469,141.88433837890625,140.0654754638672,173,PolyU_174_F_09.jpg
124.41736602783203,115.25435638427734,142.4580535888672,143.4710693359375,341,PolyU_342_S_10.jpg
